,Role,Name,Movie,gender
230,actor,Brittany Murphy,0112697,female
231,writer,Kevin Smith,3099498,male
232,director,Kevin Smith,3099498,male
233,actor,Michael Parks,3099498,male
234,actor,Justin Long,3099498,male
235,actor,Genesis Rodriguez,3099498,female
236,writer,Stephen Chin,2005151,male
237,writer,Todd Phillips,2005151,male
238,writer,Jason Smilovic,2005151,male
239,writer,Guy Lawson,2005151,male
240,director,Todd Phillips,2005151,male
241,actor,Miles Teller,2005151,male
242,actor,Steve Lantz,2005151,male
243,actor,Gregg Weiner,2005151,male
244,writer,Jin Won Han,6751668,female
245,writer,Bong Joon Ho,6751668,andy
246,director,Bong Joon Ho,6751668,andy
247,actor,Kang-ho Song,6751668,unknown
248,actor,Yeo-jeong Jo,6751668,unknown
249,actor,So-dam Park,6751668,unknown
250,writer,Peter Chiarelli,3104988,male
251,writer,Adele Lim,3104988,female
252,writer,Kevin Kwan,3104988,male
253,director,Jon M. Chu,3104988,male
254,actor,Constance Wu,3104988,female
255,actor,Henry Golding,3104988,male
256,actor,Michelle Yeoh,3104988,female
257,writer,Roald Dahl,0117008,male
258,writer,Nicholas Kazan,0117008,male
259,writer,Robin Swicord,0117008,mostly_male
260,director,Danny DeVito,0117008,male
261,actor,Mara Wilson,0117008,female
262,actor,Danny DeVito,0117008,male
263,actor,Rhea Perlman,0117008,female
264,writer,Joel Coen,6412452,male
265,writer,Ethan Coen,6412452,male
266,writer,Jack London,6412452,male
267,writer,Stewart Edward White,6412452,male
268,director,Ethan Coen,6412452,male
269,director,Joel Coen,6412452,male
270,actor,Tim Blake Nelson,6412452,male
271,actor,Willie Watson,6412452,mostly_male
272,actor,Clancy Brown,6412452,male
273,writer,Adam McKay,6266538,male
274,director,Adam McKay,6266538,male
275,actor,Christian Bale,6266538,male
276,actor,Amy Adams,6266538,female
277,actor,Steve Carell,6266538,male
278,writer,Aline Brosh McKenna,0458352,female
279,writer,Lauren Weisberger,0458352,mostly_female
280,director,David Frankel,0458352,male
281,actor,Meryl Streep,0458352,mostly_female
282,actor,Anne Hathaway,0458352,female
283,actor,Emily Blunt,0458352,female
284,writer,Chris Columbus,0087363,mostly_male
285,director,Joe Dante,0087363,male
286,actor,Hoyt Axton,0087363,male
287,actor,John Louie,0087363,male
288,actor,Keye Luke,0087363,unknown
289,writer,Gary Ross,5164214,male
290,writer,Olivia Milch,5164214,female
291,writer,Gary Ross,5164214,male
292,writer,George Clayton Johnson,5164214,male
293,writer,Jack Golden Russell,5164214,male
294,director,Gary Ross,5164214,male
295,actor,Sandra Bullock,5164214,female
296,actor,Griffin Dunne,5164214,male
297,actor,Deidre Goodwin,5164214,female
298,writer,Erin Cressida Wilson,0274812,mostly_female
299,writer,Mary Gaitskill,0274812,mostly_female
300,writer,Steven Shainberg,0274812,male
301,writer,Erin Cressida Wilson,0274812,mostly_female
302,director,Steven Shainberg,0274812,male
303,actor,James Spader,0274812,male
304,actor,Maggie Gyllenhaal,0274812,female
305,actor,Jeremy Davies,0274812,male
306,writer,Kim Wilson,0104694,mostly_female
307,writer,Kelly Candaele,0104694,mostly_female
308,writer,Lowell Ganz,0104694,male
309,writer,Babaloo Mandel,0104694,unknown
310,director,Penny Marshall,0104694,female
311,actor,Tom Hanks,0104694,male
312,actor,Geena Davis,0104694,female
313,actor,Lori Petty,0104694,female
314,writer,Joyce Maynard,0114681,female
315,writer,Buck Henry,0114681,male
316,director,Gus Van Sant,0114681,male
317,actor,Nicole Kidman,0114681,female
318,actor,Matt Dillon,0114681,male
319,actor,Joaquin Phoenix,0114681,unknown
320,writer,Jemaine Clement,3416742,unknown
321,writer,Taika Waititi,3416742,unknown
322,director,Jemaine Clement,3416742,unknown
323,director,Taika Waititi,3416742,unknown
324,actor,Jemaine Clement,3416742,unknown
325,actor,Taika Waititi,3416742,unknown
326,actor,Jonny Brugh,3416742,male
327,writer,Joseph Oriolo,0112642,male
328,writer,Sherri Stoner,0112642,female
329,writer,Deanna Oliver,0112642,female
330,director,Brad Silberling,0112642,male
331,actor,Chauncey Leopardi,0112642,male
332,actor,Spencer Vrooman,0112642,male
333,actor,Malachi Pearson,0112642,male
334,writer,W. Peter Iliff,0139699,unknown
335,director,Brian Robbins,0139699,male
336,actor,James Van Der Beek,0139699,male
337,actor,Jon Voight,0139699,male
338,actor,Paul Walker,0139699,male
339,writer,Guy Ritchie,0208092,male
340,director,Guy Ritchie,0208092,male
341,actor,Benicio Del Toro,0208092,male
342,actor,Dennis Farina,0208092,male
343,actor,Vinnie Jones,0208092,male
344,writer,Robert Zemeckis,0096874,male
345,writer,Bob Gale,0096874,male
346,writer,Robert Zemeckis,0096874,male
347,writer,Bob Gale,0096874,male
348,writer,Bob Gale,0096874,male
349,director,Robert Zemeckis,0096874,male
350,actor,Michael J. Fox,0096874,male
351,actor,Christopher Lloyd,0096874,male
352,actor,Lea Thompson,0096874,female
353,writer,Robert Zemeckis,0088763,male
354,writer,Bob Gale,0088763,male
355,director,Robert Zemeckis,0088763,male
356,actor,Michael J. Fox,0088763,male
357,actor,Christopher Lloyd,0088763,male
358,actor,Lea Thompson,0088763,female
359,writer,Ethan Coen,0118715,male
360,writer,Joel Coen,0118715,male
361,director,Joel Coen,0118715,male
362,director,Ethan Coen,0118715,male
363,actor,Jeff Bridges,0118715,male
364,actor,John Goodman,0118715,male
365,actor,Julianne Moore,0118715,female
366,writer,Rawson Marshall Thurber,0364725,unknown
367,director,Rawson Marshall Thurber,0364725,unknown
368,actor,Vince Vaughn,0364725,male
369,actor,Christine Taylor,0364725,female
370,actor,Ben Stiller,0364725,male
371,writer,Shawn Wayans,0175142,mostly_male
372,writer,Marlon Wayans,0175142,male
373,writer,Buddy Johnson,0175142,male
374,writer,Phil Beauman,0175142,male
375,writer,Jason Friedberg,0175142,male
376,writer,Aaron Seltzer,0175142,male
377,director,Keenen Ivory Wayans,0175142,unknown
378,actor,Carmen Electra,0175142,female
379,actor,Dave Sheridan,0175142,male
380,actor,Frank B. Moore,0175142,male
381,writer,Ryan Rowe,0160127,mostly_male
382,writer,Ed Solomon,0160127,male
383,writer,John August,0160127,male
384,writer,Ivan Goff,0160127,male
385,writer,Ben Roberts,0160127,male
386,director,McG,0160127,unknown
387,actor,Cameron Diaz,0160127,mostly_male
388,actor,Drew Barrymore,0160127,male
389,actor,Lucy Liu,0160127,female
390,writer,Stephen Merchant,6513120,male
391,director,Stephen Merchant,6513120,male
392,actor,Dwayne Johnson,6513120,male
393,actor,Thomas Whilley,6513120,male
394,actor,Tori Ellen Ross,6513120,female
395,writer,Tom O'Connor,1959563,male
396,director,Patrick Hughes,1959563,male
397,actor,Elodie Yung,1959563,female
398,actor,Ryan Reynolds,1959563,mostly_male
399,actor,Tsuwayuki Saotome,1959563,unknown
400,writer,Rhett Reese,1431045,male
401,writer,Paul Wernick,1431045,male
402,director,Tim Miller,1431045,male
403,actor,Ryan Reynolds,1431045,mostly_male
404,actor,Karan Soni,1431045,female
405,actor,Ed Skrein,1431045,male
406,writer,Adam Herz,0163651,male
407,director,Paul Weitz,0163651,male
408,director,Chris Weitz,0163651,mostly_male
409,actor,Jason Biggs,0163651,male
410,actor,Jennifer Coolidge,0163651,female
411,actor,Shannon Elizabeth,0163651,mostly_female
412,writer,Dan Hernandez,5884052,male
413,writer,Benji Samit,5884052,male
414,writer,Rob Letterman,5884052,male
415,writer,Derek Connolly,5884052,male
416,writer,Dan Hernandez,5884052,male
417,writer,Benji Samit,5884052,male
418,writer,Nicole Perlman,5884052,female
419,writer,Satoshi Tajiri,5884052,male
420,writer,Ken Sugimori,5884052,male
421,writer,Junichi Masuda,5884052,male
422,writer,Atsuko Nishida,5884052,female
423,writer,Tomokazu Ohara,5884052,male
424,writer,Haruka Utsui,5884052,mostly_female
425,director,Rob Letterman,5884052,male
426,actor,Ryan Reynolds,5884052,mostly_male
427,actor,Justice Smith,5884052,andy
428,actor,Kathryn Newton,5884052,female
429,writer,Richard Curtis,0314331,male
430,director,Richard Curtis,0314331,male
431,actor,Bill Nighy,0314331,male
432,actor,Gregor Fisher,0314331,male
433,actor,Rory MacGregor,0314331,male
434,writer,Alejandro G. Iñárritu,2562232,male
435,writer,Nicolás Giacobone,2562232,male
436,writer,Alexander Dinelaris,2562232,male
437,writer,Armando Bo,2562232,male
438,writer,Raymond Carver,2562232,male
439,director,Alejandro G. Iñárritu,2562232,male
440,actor,Michael Keaton,2562232,male
441,actor,Emma Stone,2562232,female
442,actor,Kenny Chin,2562232,male
443,writer,Jan Fischer,0093437,male
444,writer,James Jeremias,0093437,male
445,writer,Jan Fischer,0093437,male
446,writer,James Jeremias,0093437,male
447,writer,Jeffrey Boam,0093437,male
448,director,Joel Schumacher,0093437,male
449,actor,Jason Patric,0093437,male
450,actor,Corey Haim,0093437,mostly_male
451,actor,Dianne Wiest,0093437,female
452,writer,Richard Curtis,2194499,male
453,director,Richard Curtis,2194499,male
454,actor,Domhnall Gleeson,2194499,male
455,actor,Rachel McAdams,2194499,female
456,actor,Bill Nighy,2194499,male
457,writer,Jane Goldman,1250777,female
458,writer,Matthew Vaughn,1250777,male
459,writer,Mark Millar,1250777,male
460,writer,John Romita Jr.,1250777,male
461,director,Matthew Vaughn,1250777,male
462,actor,Aaron Taylor-Johnson,1250777,male
463,actor,Garrett M. Brown,1250777,male
464,actor,Evan Peters,1250777,male
465,writer,Kay Cannon,1981677,male
466,writer,Mickey Rapkin,1981677,mostly_male
467,director,Jason Moore,1981677,male
468,actor,Anna Kendrick,1981677,female
469,actor,Skylar Astin,1981677,andy
470,actor,Ben Platt,1981677,male
471,writer,Jane Goldman,4649466,female
472,writer,Matthew Vaughn,4649466,male
473,writer,Mark Millar,4649466,male
474,writer,Dave Gibbons,4649466,male
475,director,Matthew Vaughn,4649466,male
476,actor,Taron Egerton,4649466,male
477,actor,Edward Holcroft,4649466,male
478,actor,Gordon Alexander,4649466,male
479,writer,Calder Willingham,0061722,male
480,writer,Buck Henry,0061722,male
481,writer,Charles Webb,0061722,male
482,director,Mike Nichols,0061722,male
483,actor,Anne Bancroft,0061722,female
484,actor,Dustin Hoffman,0061722,male
485,actor,Katharine Ross,0061722,female
486,writer,Nick Vallelonga,6966692,male
487,writer,Brian Hayes Currie,6966692,male
488,writer,Peter Farrelly,6966692,male
489,director,Peter Farrelly,6966692,male
490,actor,Viggo Mortensen,6966692,male
491,actor,Mahershala Ali,6966692,unknown
492,actor,Linda Cardellini,6966692,female
493,writer,Jared Bush,3521164,male
494,writer,Ron Clements,3521164,male
495,writer,John Musker,3521164,male
496,writer,Chris Williams,3521164,mostly_male
497,writer,Don Hall,3521164,male
498,writer,Pamela Ribon,3521164,female
499,writer,Aaron Kandell,3521164,male
500,writer,Jordan Kandell,3521164,male
501,director,Ron Clements,3521164,male
502,director,John Musker,3521164,male
503,director,Don Hall,3521164,male
504,director,Chris Williams,3521164,mostly_male
505,actor,Auli'i Cravalho,3521164,unknown
506,actor,Dwayne Johnson,3521164,male
507,actor,Rachel House,3521164,female
508,writer,Charles Randolph,1596363,male
509,writer,Adam McKay,1596363,male
510,writer,Michael Lewis,1596363,male
511,director,Adam McKay,1596363,male
512,actor,Ryan Gosling,1596363,mostly_male
513,actor,Rudy Eisenzopf,1596363,male
514,actor,Casey Groves,1596363,andy
515,writer,Ol Parker,6911608,unknown
516,writer,Richard Curtis,6911608,male
517,writer,Ol Parker,6911608,unknown
518,writer,Catherine Johnson,6911608,female
519,writer,Catherine Johnson,6911608,female
520,writer,Judy Craymer,6911608,female
521,writer,ABBA,6911608,unknown
522,director,Ol Parker,6911608,unknown
523,actor,Amanda Seyfried,6911608,female
524,actor,Andy Garcia,6911608,male
525,actor,Celia Imrie,6911608,female
526,writer,Karen McCullah,0147800,female
527,writer,Kirsten Smith,0147800,female
528,writer,William Shakespeare,0147800,male
529,director,Gil Junger,0147800,male
530,actor,Heath Ledger,0147800,male
531,actor,Julia Stiles,0147800,female
532,actor,Joseph Gordon-Levitt,0147800,male
533,writer,Stanley Shapiro,1298644,male
534,writer,Paul Henning,1298644,male
535,writer,Dale Launer,1298644,mostly_male
536,writer,Jac Schaeffer,1298644,male
537,writer,Stanley Shapiro,1298644,male
538,writer,Paul Henning,1298644,male
539,writer,Dale Launer,1298644,mostly_male
540,director,Chris Addison,1298644,mostly_male
541,actor,Timothy Simons,1298644,male
542,actor,Rebel Wilson,1298644,unknown
543,actor,Douggie McMeekin,1298644,unknown
544,writer,Chris McKenna,2283362,mostly_male
545,writer,Erik Sommers,2283362,male
546,writer,Scott Rosenberg,2283362,male
547,writer,Jeff Pinkner,2283362,male
548,writer,Chris McKenna,2283362,mostly_male
549,writer,Chris Van Allsburg,2283362,mostly_male
550,writer,Greg Taylor,2283362,male
551,writer,Chris Van Allsburg,2283362,mostly_male
552,writer,Jonathan Hensleigh,2283362,male
553,writer,Greg Taylor,2283362,male
554,director,Jake Kasdan,2283362,male
555,actor,Dwayne Johnson,2283362,male
556,actor,Kevin Hart,2283362,male
557,actor,Jack Black,2283362,male
558,writer,Dan Aykroyd,0087332,male
559,writer,Harold Ramis,0087332,male
560,writer,Rick Moranis,0087332,male
561,director,Ivan Reitman,0087332,male
562,actor,Bill Murray,0087332,male
563,actor,Dan Aykroyd,0087332,male
564,actor,Sigourney Weaver,0087332,female
565,writer,Jennifer Lee,2294629,female
566,writer,Hans Christian Andersen,2294629,male
567,writer,Chris Buck,2294629,mostly_male
568,writer,Jennifer Lee,2294629,female
569,writer,Shane Morris,2294629,male
570,director,Chris Buck,2294629,mostly_male
571,director,Jennifer Lee,2294629,female
572,actor,Kristen Bell,2294629,female
573,actor,Idina Menzel,2294629,unknown
574,actor,Jonathan Groff,2294629,male
575,writer,Eric Pearson,3501632,male
576,writer,Craig Kyle,3501632,male
577,writer,Christopher L. Yost,3501632,male
578,writer,Stan Lee,3501632,male
579,writer,Larry Lieber,3501632,male
580,writer,Jack Kirby,3501632,male
581,writer,Greg Pak,3501632,male
582,writer,Walter Simonson,3501632,male
583,writer,Carlo Pagulayan,3501632,male
584,director,Taika Waititi,3501632,unknown
585,actor,Chris Hemsworth,3501632,mostly_male
586,actor,Tom Hiddleston,3501632,male
587,actor,Cate Blanchett,3501632,female
588,writer,David Kirschner,0107120,male
589,writer,Mick Garris,0107120,male
590,writer,Mick Garris,0107120,male
591,writer,Neil Cuthbert,0107120,male
592,director,Kenny Ortega,0107120,male
593,actor,Bette Midler,0107120,female
594,actor,Sarah Jessica Parker,0107120,female
595,actor,Kathy Najimy,0107120,female
596,writer,Jon Lucas,1119646,male
597,writer,Scott Moore,1119646,male
598,director,Todd Phillips,1119646,male
599,actor,Bradley Cooper,1119646,male
600,actor,Ed Helms,1119646,male
601,actor,Zach Galifianakis,1119646,male
602,writer,Michael McDowell,0094721,male
603,writer,Larry Wilson,0094721,male
604,writer,Michael McDowell,0094721,male
605,writer,Warren Skaaren,0094721,male
606,director,Tim Burton,0094721,male
607,actor,Alec Baldwin,0094721,male
608,actor,Geena Davis,0094721,female
609,actor,Annie McEnroe,0094721,female
610,writer,Ivan Goff,0305357,male
611,writer,Ben Roberts,0305357,male
612,writer,John August,0305357,male
613,writer,John August,0305357,male
614,writer,Cormac Wibberley,0305357,male
615,writer,Marianne Wibberley,0305357,female
616,director,McG,0305357,unknown
617,actor,Cameron Diaz,0305357,mostly_male
618,actor,Drew Barrymore,0305357,male
619,actor,Lucy Liu,0305357,female
620,writer,Kenya Barris,4463894,mostly_female
621,writer,Alex Barnow,4463894,male
622,writer,Ernest Tidyman,4463894,male
623,director,Tim Story,4463894,male
624,actor,Samuel L. Jackson,4463894,male
625,actor,Jessie T. Usher,4463894,female
626,actor,Richard Roundtree,4463894,male
627,writer,Michael Berk,1469304,male
628,writer,Douglas Schwartz,1469304,male
629,writer,Gregory J. Bonann,1469304,male
630,writer,Jay Scherick,1469304,male
631,writer,David Ronn,1469304,male
632,writer,Thomas Lennon,1469304,male
633,writer,Robert Ben Garant,1469304,male
634,writer,Damian Shannon,1469304,male
635,writer,Mark Swift,1469304,male
636,director,Seth Gordon,1469304,male
637,actor,Dwayne Johnson,1469304,male
638,actor,Zac Efron,1469304,unknown
639,actor,Priyanka Chopra,1469304,female
640,writer,P.L. Travers,5028340,unknown
641,writer,David Magee,5028340,male
642,writer,Rob Marshall,5028340,male
643,writer,John DeLuca,5028340,male
644,writer,David Magee,5028340,male
645,director,Rob Marshall,5028340,male
646,actor,Emily Blunt,5028340,female
647,actor,Lin-Manuel Miranda,5028340,unknown
648,actor,Ben Whishaw,5028340,male
649,writer,Jim Jarmusch,8695030,male
650,director,Jim Jarmusch,8695030,male
651,actor,Bill Murray,8695030,male
652,actor,Adam Driver,8695030,male
653,actor,Tom Waits,8695030,male
654,writer,Bob Fisher,1723121,male
655,writer,Steve Faber,1723121,male
656,writer,Sean Anders,1723121,male
657,writer,John Morris,1723121,male
658,writer,Bob Fisher,1723121,male
659,writer,Steve Faber,1723121,male
660,director,Rawson Marshall Thurber,1723121,unknown
661,actor,Jennifer Aniston,1723121,female
662,actor,Jason Sudeikis,1723121,male
663,actor,Emma Roberts,1723121,female
664,writer,Charles Addams,0106220,male
665,writer,Paul Rudnick,0106220,male
666,director,Barry Sonnenfeld,0106220,male
667,actor,Anjelica Huston,0106220,unknown
668,actor,Raul Julia,0106220,male
669,actor,Christopher Lloyd,0106220,male
670,writer,Rhett Reese,5463162,male
671,writer,Paul Wernick,5463162,male
672,writer,Ryan Reynolds,5463162,mostly_male
673,writer,Rob Liefeld,5463162,male
674,writer,Fabian Nicieza,5463162,male
675,director,David Leitch,5463162,male
676,actor,Ryan Reynolds,5463162,mostly_male
677,actor,Josh Brolin,5463162,male
678,actor,Morena Baccarin,5463162,female
679,writer,Quentin Tarantino,7131622,male
680,director,Quentin Tarantino,7131622,male
681,actor,Leonardo DiCaprio,7131622,male
682,actor,Brad Pitt,7131622,male
683,actor,Margot Robbie,7131622,female
684,writer,Stefan Zweig,2278388,male
685,writer,Wes Anderson,2278388,male
686,writer,Wes Anderson,2278388,male
687,writer,Hugo Guinness,2278388,male
688,director,Wes Anderson,2278388,male
689,actor,Ralph Fiennes,2278388,male
690,actor,F. Murray Abraham,2278388,unknown
691,actor,Mathieu Amalric,2278388,male
692,writer,Damien Chazelle,3783958,male
693,director,Damien Chazelle,3783958,male
694,actor,Ryan Gosling,3783958,mostly_male
695,actor,Emma Stone,3783958,female
696,actor,Amiée Conn,3783958,unknown
697,writer,John Hughes,0088847,male
698,director,John Hughes,0088847,male
699,actor,Emilio Estevez,0088847,male
700,actor,Paul Gleason,0088847,male
701,actor,Anthony Michael Hall,0088847,male
702,writer,Rhett Reese,1156398,male
703,writer,Paul Wernick,1156398,male
704,director,Ruben Fleischer,1156398,male
705,actor,Jesse Eisenberg,1156398,male
